AUTHORITATIVE record of the 2026-07-27 01:56 accidental deletion.
Source: NTFS USN change journal (fsutil usn readjournal C:), parsed for File-delete
records in the incident minute. Preserved here because the journal is capped at 32 MB
and wraps within about a day -- after that this list cannot be reconstructed.
USN records carry the NAME, not the path. RESTORED = a file of that name exists in the
repo again (the deletion took whole trees, so a name returning means its tree returned).

3194 distinct names deleted; 2712 restored; 482 still absent.

STATUS     KIND   NAME
ABSENT     file   pre_rewrite_20260726T172803Z.bundle
ABSENT     file   pre_rewrite_20260726T173313Z.bundle
ABSENT     file   pre_rewrite_refs_20260726T172803Z.txt
ABSENT     file   pre_rewrite_refs_20260726T173313Z.txt
RESTORED   file   prereg_bundle_843b84c3.zip
ABSENT     file   prereg_bundle_ccf2e76f.zip
ABSENT     file   prereg_bundle_ce5db62c.zip
ABSENT     file   prereg_bundle_e3a8c880.zip
ABSENT     file   pretrain_validate.log
ABSENT     DIR    probe-v-c0
ABSENT     DIR    probes
RESTORED   file   progress.json
RESTORED   file   prompt.txt
ABSENT     DIR    proto_laptop
ABSENT     DIR    proto_myriad
ABSENT     DIR    proto_timing
ABSENT     DIR    proto_timing2
RESTORED   DIR    prototype
RESTORED   DIR    prototype_dryrun
RESTORED   DIR    prototype_repeat
ABSENT     file   pytest_full.log
RESTORED   file   quarantine_pilot.csv
RESTORED   file   quarantine_pilot.csv.provenance.json
RESTORED   file   quarantine_shadow30.csv
RESTORED   file   quarantine_shadow30.csv.provenance.json
RESTORED   file   quarantine_v2.csv
RESTORED   file   quarantine_v2.csv.provenance.json
ABSENT     file   qwen3.5-9b.jsonl
ABSENT     file   qwen3.5-9b.summary.json
ABSENT     file   qwen3.6-27b.jsonl
ABSENT     file   qwen3.6-27b.summary.json
RESTORED   DIR    random_search
RESTORED   DIR    random_search-c0
RESTORED   DIR    random_search-c1
RESTORED   DIR    random_search-c10
RESTORED   DIR    random_search-c11
RESTORED   DIR    random_search-c12
RESTORED   DIR    random_search-c13
RESTORED   DIR    random_search-c14
RESTORED   DIR    random_search-c15
RESTORED   DIR    random_search-c16
RESTORED   DIR    random_search-c17
RESTORED   DIR    random_search-c18
RESTORED   DIR    random_search-c19
RESTORED   DIR    random_search-c2
RESTORED   DIR    random_search-c20
RESTORED   DIR    random_search-c21
RESTORED   DIR    random_search-c22
RESTORED   DIR    random_search-c23
RESTORED   DIR    random_search-c24
RESTORED   DIR    random_search-c25
RESTORED   DIR    random_search-c26
RESTORED   DIR    random_search-c27
RESTORED   DIR    random_search-c28
RESTORED   DIR    random_search-c29
RESTORED   DIR    random_search-c3
RESTORED   DIR    random_search-c30
RESTORED   DIR    random_search-c31
RESTORED   DIR    random_search-c32
RESTORED   DIR    random_search-c33
RESTORED   DIR    random_search-c34
RESTORED   DIR    random_search-c35
RESTORED   DIR    random_search-c36
RESTORED   DIR    random_search-c37
RESTORED   DIR    random_search-c38
RESTORED   DIR    random_search-c39
RESTORED   DIR    random_search-c4
RESTORED   DIR    random_search-c5
RESTORED   DIR    random_search-c6
RESTORED   DIR    random_search-c7
RESTORED   DIR    random_search-c8
RESTORED   DIR    random_search-c9
ABSENT     DIR    random_search-s0
ABSENT     DIR    random_search-s0-c0
ABSENT     DIR    random_search-s0-c1
ABSENT     DIR    random_search-s0-c2
ABSENT     DIR    random_search-s0-c3
ABSENT     DIR    random_search-winner
ABSENT     DIR    random_search_search
ABSENT     file   random_search_search.json
ABSENT     file   random_search_search.sh
ABSENT     DIR    random_search_test
ABSENT     file   random_search_test.json
ABSENT     file   random_search_test.qacct.txt
ABSENT     file   random_search_test.sh
RESTORED   DIR    raw
RESTORED   file   record.json
RESTORED   DIR    reference
ABSENT     file   reference.log
RESTORED   DIR    refs
ABSENT     DIR    rehearsal_cluster
ABSENT     DIR    rehearsal_leg_qwen3_5_9b_distributional_g0
ABSENT     file   rehearsal_leg_qwen3_5_9b_distributional_g0.driver.lock
ABSENT     file   rehearsal_leg_qwen3_5_9b_distributional_g0.json
ABSENT     file   rehearsal_leg_qwen3_5_9b_distributional_g0.qacct.txt
ABSENT     file   rehearsal_leg_qwen3_5_9b_distributional_g0.sh
ABSENT     DIR    rehearsal_leg_qwen3_5_9b_distributional_g0_r1
ABSENT     file   rehearsal_leg_qwen3_5_9b_distributional_g0_r1.sh
ABSENT     DIR    rehearsal_leg_qwen3_5_9b_distributional_g0_r2
ABSENT     file   rehearsal_leg_qwen3_5_9b_distributional_g0_r2.sh
ABSENT     DIR    rehearsal_leg_qwen3_5_9b_scalar_g0
ABSENT     file   rehearsal_leg_qwen3_5_9b_scalar_g0.driver.lock
ABSENT     file   rehearsal_leg_qwen3_5_9b_scalar_g0.json
ABSENT     file   rehearsal_leg_qwen3_5_9b_scalar_g0.qacct.txt
ABSENT     file   rehearsal_leg_qwen3_5_9b_scalar_g0.sh
ABSENT     DIR    rehearsal_leg_qwen3_5_9b_scalar_g0_r1
ABSENT     file   rehearsal_leg_qwen3_5_9b_scalar_g0_r1.sh
ABSENT     DIR    reruns
ABSENT     file   resume_audit.log
RESTORED   DIR    return_minus_cvar
RESTORED   DIR    return_minus_cvar-s0
RESTORED   DIR    return_minus_cvar-s1
RESTORED   DIR    return_minus_cvar-s10
RESTORED   DIR    return_minus_cvar-s11
RESTORED   DIR    return_minus_cvar-s12
RESTORED   DIR    return_minus_cvar-s13
RESTORED   DIR    return_minus_cvar-s14
RESTORED   DIR    return_minus_cvar-s2
RESTORED   DIR    return_minus_cvar-s3
RESTORED   DIR    return_minus_cvar-s4
RESTORED   DIR    return_minus_cvar-s5
RESTORED   DIR    return_minus_cvar-s6
RESTORED   DIR    return_minus_cvar-s7
RESTORED   DIR    return_minus_cvar-s8
RESTORED   DIR    return_minus_cvar-s9
RESTORED   file   returns_panel_pilot.parquet
RESTORED   file   returns_panel_pilot.parquet.provenance.json
RESTORED   file   returns_panel_shadow30.parquet
RESTORED   file   returns_panel_shadow30.parquet.provenance.json
RESTORED   file   returns_panel_univ.parquet
RESTORED   file   returns_panel_univ.parquet.provenance.json
RESTORED   file   returns_panel_univ2.parquet
RESTORED   file   returns_panel_univ2.parquet.provenance.json
RESTORED   file   returns_panel_univ3.parquet
RESTORED   file   returns_panel_univ3.parquet.provenance.json
RESTORED   file   returns_panel_univ3s.parquet
RESTORED   file   returns_panel_univ3s.parquet.provenance.json
RESTORED   file   returns_panel_univ4.parquet
RESTORED   file   returns_panel_univ4.parquet.provenance.json
RESTORED   file   returns_panel_univ5.parquet
RESTORED   file   returns_panel_univ5.parquet.provenance.json
RESTORED   file   returns_panel_univ5s.parquet
RESTORED   file   returns_panel_univ5s.parquet.provenance.json
RESTORED   file   returns_panel_v2.parquet
RESTORED   file   returns_panel_v2.parquet.provenance.json
RESTORED   file   reward.py
RESTORED   file   reward_forensics.json
RESTORED   file   reward_forensics.md
RESTORED   file   reward_taxonomy_prototype.json
RESTORED   file   reward_taxonomy_prototype.md
RESTORED   file   rf_ask_000.csv
RESTORED   file   rf_ask_000.csv.provenance.json
RESTORED   file   rf_ask_001.csv
RESTORED   file   rf_ask_001.csv.provenance.json
RESTORED   file   rf_ask_002.csv
RESTORED   file   rf_ask_002.csv.provenance.json
RESTORED   file   rf_ask_003.csv
RESTORED   file   rf_ask_003.csv.provenance.json
RESTORED   file   rf_ask_004.csv
RESTORED   file   rf_ask_004.csv.provenance.json
RESTORED   file   rf_ask_005.csv
RESTORED   file   rf_ask_005.csv.provenance.json
RESTORED   file   rf_ask_006.csv
RESTORED   file   rf_ask_006.csv.provenance.json
RESTORED   file   rf_ask_007.csv
RESTORED   file   rf_ask_007.csv.provenance.json
RESTORED   file   rf_ask_008.csv
RESTORED   file   rf_ask_008.csv.provenance.json
RESTORED   file   rf_ask_009.csv
RESTORED   file   rf_ask_009.csv.provenance.json
RESTORED   file   rf_ask_010.csv
RESTORED   file   rf_ask_010.csv.provenance.json
RESTORED   file   rf_ask_011.csv
RESTORED   file   rf_ask_011.csv.provenance.json
RESTORED   file   rf_ask_012.csv
RESTORED   file   rf_ask_012.csv.provenance.json
RESTORED   file   rf_ask_013.csv
RESTORED   file   rf_ask_013.csv.provenance.json
RESTORED   file   rf_ask_014.csv
RESTORED   file   rf_ask_014.csv.provenance.json
RESTORED   file   rf_ask_015.csv
RESTORED   file   rf_ask_015.csv.provenance.json
RESTORED   file   rf_ask_016.csv
RESTORED   file   rf_ask_016.csv.provenance.json
RESTORED   file   rf_ask_017.csv
RESTORED   file   rf_ask_017.csv.provenance.json
RESTORED   file   rf_ask_018.csv
RESTORED   file   rf_ask_018.csv.provenance.json
RESTORED   file   rf_ask_019.csv
RESTORED   file   rf_ask_019.csv.provenance.json
RESTORED   file   rf_ask_020.csv
RESTORED   file   rf_ask_020.csv.provenance.json
RESTORED   file   rf_ask_021.csv
RESTORED   file   rf_ask_021.csv.provenance.json
RESTORED   file   rf_ask_022.csv
RESTORED   file   rf_ask_022.csv.provenance.json
RESTORED   file   rf_ask_023.csv
RESTORED   file   rf_ask_023.csv.provenance.json
RESTORED   file   rf_ask_024.csv
RESTORED   file   rf_ask_024.csv.provenance.json
RESTORED   file   rf_ask_025.csv
RESTORED   file   rf_ask_025.csv.provenance.json
RESTORED   file   rf_ask_026.csv
RESTORED   file   rf_ask_026.csv.provenance.json
RESTORED   file   rf_ask_027.csv
RESTORED   file   rf_ask_027.csv.provenance.json
RESTORED   file   rf_ask_028.csv
RESTORED   file   rf_ask_028.csv.provenance.json
RESTORED   file   rf_ask_029.csv
RESTORED   file   rf_ask_029.csv.provenance.json
RESTORED   file   rf_ask_030.csv
RESTORED   file   rf_ask_030.csv.provenance.json
RESTORED   file   rf_ask_031.csv
RESTORED   file   rf_ask_031.csv.provenance.json
RESTORED   file   rf_ask_032.csv
RESTORED   file   rf_ask_032.csv.provenance.json
RESTORED   file   rf_ask_033.csv
RESTORED   file   rf_ask_033.csv.provenance.json
RESTORED   file   rf_ask_034.csv
RESTORED   file   rf_ask_034.csv.provenance.json
RESTORED   file   rf_ask_035.csv
RESTORED   file   rf_ask_035.csv.provenance.json
RESTORED   file   rf_ask_036.csv
RESTORED   file   rf_ask_036.csv.provenance.json
RESTORED   file   rf_ask_037.csv
RESTORED   file   rf_ask_037.csv.provenance.json
RESTORED   file   rf_ask_038.csv
RESTORED   file   rf_ask_038.csv.provenance.json
RESTORED   file   rf_ask_x26_000.csv
RESTORED   file   rf_ask_x26_000.csv.provenance.json
RESTORED   file   rf_ask_x26_001.csv
RESTORED   file   rf_ask_x26_001.csv.provenance.json
RESTORED   file   rf_ask_x26_002.csv
RESTORED   file   rf_ask_x26_002.csv.provenance.json
RESTORED   file   rf_ask_x26_003.csv
RESTORED   file   rf_ask_x26_003.csv.provenance.json
RESTORED   file   rf_ask_x26_004.csv
RESTORED   file   rf_ask_x26_004.csv.provenance.json
RESTORED   file   rf_ask_x26_005.csv
RESTORED   file   rf_ask_x26_005.csv.provenance.json
RESTORED   file   rf_ask_x26_006.csv
RESTORED   file   rf_ask_x26_006.csv.provenance.json
RESTORED   file   rf_ask_x26_007.csv
RESTORED   file   rf_ask_x26_007.csv.provenance.json
RESTORED   file   rf_ask_x26_008.csv
RESTORED   file   rf_ask_x26_008.csv.provenance.json
RESTORED   file   rf_ask_x26_009.csv
RESTORED   file   rf_ask_x26_009.csv.provenance.json
RESTORED   file   rf_ask_x26_010.csv
RESTORED   file   rf_ask_x26_010.csv.provenance.json
RESTORED   file   rf_ask_x26_011.csv
RESTORED   file   rf_ask_x26_011.csv.provenance.json
RESTORED   file   rf_ask_x26_012.csv
RESTORED   file   rf_ask_x26_012.csv.provenance.json
RESTORED   file   rf_ask_x26_013.csv
RESTORED   file   rf_ask_x26_013.csv.provenance.json
RESTORED   file   rf_ask_x26_014.csv
RESTORED   file   rf_ask_x26_014.csv.provenance.json
RESTORED   file   rf_ask_x26_015.csv
RESTORED   file   rf_ask_x26_015.csv.provenance.json
RESTORED   file   rf_ask_x26_016.csv
RESTORED   file   rf_ask_x26_016.csv.provenance.json
RESTORED   file   rf_ask_x26_017.csv
RESTORED   file   rf_ask_x26_017.csv.provenance.json
RESTORED   file   rf_ask_x26_018.csv
RESTORED   file   rf_ask_x26_018.csv.provenance.json
RESTORED   file   rf_ask_x26_019.csv
RESTORED   file   rf_ask_x26_019.csv.provenance.json
RESTORED   file   rf_ask_x26_020.csv
RESTORED   file   rf_ask_x26_020.csv.provenance.json
RESTORED   file   rf_ask_x26_021.csv
RESTORED   file   rf_ask_x26_021.csv.provenance.json
RESTORED   file   rf_ask_x26_022.csv
RESTORED   file   rf_ask_x26_022.csv.provenance.json
RESTORED   file   rf_ask_x26_023.csv
RESTORED   file   rf_ask_x26_023.csv.provenance.json
RESTORED   file   rf_ask_x26_024.csv
RESTORED   file   rf_ask_x26_024.csv.provenance.json
RESTORED   file   rf_ask_x26_025.csv
RESTORED   file   rf_ask_x26_025.csv.provenance.json
RESTORED   file   rf_ask_x26_026.csv
RESTORED   file   rf_ask_x26_026.csv.provenance.json
RESTORED   file   rf_ask_x26_027.csv
RESTORED   file   rf_ask_x26_027.csv.provenance.json
RESTORED   file   rf_ask_x26_028.csv
RESTORED   file   rf_ask_x26_028.csv.provenance.json
RESTORED   file   rf_ask_x26_029.csv
RESTORED   file   rf_ask_x26_029.csv.provenance.json
RESTORED   file   rf_ask_x26_030.csv
RESTORED   file   rf_ask_x26_030.csv.provenance.json
RESTORED   file   rf_ask_x26_031.csv
RESTORED   file   rf_ask_x26_031.csv.provenance.json
RESTORED   file   rf_ask_x26_032.csv
RESTORED   file   rf_ask_x26_032.csv.provenance.json
RESTORED   file   rf_ask_x26_033.csv
RESTORED   file   rf_ask_x26_033.csv.provenance.json
RESTORED   file   rf_ask_x26_034.csv
RESTORED   file   rf_ask_x26_034.csv.provenance.json
RESTORED   file   rf_ask_x26_035.csv
RESTORED   file   rf_ask_x26_035.csv.provenance.json
RESTORED   file   rf_ask_x26_036.csv
RESTORED   file   rf_ask_x26_036.csv.provenance.json
RESTORED   file   rf_ask_x26_037.csv
RESTORED   file   rf_ask_x26_037.csv.provenance.json
RESTORED   file   rf_ask_x26_038.csv
RESTORED   file   rf_ask_x26_038.csv.provenance.json
RESTORED   file   rf_bid_000.csv
RESTORED   file   rf_bid_000.csv.provenance.json
RESTORED   file   rf_bid_001.csv
RESTORED   file   rf_bid_001.csv.provenance.json
RESTORED   file   rf_bid_002.csv
RESTORED   file   rf_bid_002.csv.provenance.json
RESTORED   file   rf_bid_003.csv
RESTORED   file   rf_bid_003.csv.provenance.json
RESTORED   file   rf_bid_004.csv
RESTORED   file   rf_bid_004.csv.provenance.json
RESTORED   file   rf_bid_005.csv
RESTORED   file   rf_bid_005.csv.provenance.json
RESTORED   file   rf_bid_006.csv
RESTORED   file   rf_bid_006.csv.provenance.json
RESTORED   file   rf_bid_007.csv
RESTORED   file   rf_bid_007.csv.provenance.json
RESTORED   file   rf_bid_008.csv
RESTORED   file   rf_bid_008.csv.provenance.json
RESTORED   file   rf_bid_009.csv
RESTORED   file   rf_bid_009.csv.provenance.json
RESTORED   file   rf_bid_010.csv
RESTORED   file   rf_bid_010.csv.provenance.json
RESTORED   file   rf_bid_011.csv
RESTORED   file   rf_bid_011.csv.provenance.json
RESTORED   file   rf_bid_012.csv
RESTORED   file   rf_bid_012.csv.provenance.json
RESTORED   file   rf_bid_013.csv
RESTORED   file   rf_bid_013.csv.provenance.json
RESTORED   file   rf_bid_014.csv
RESTORED   file   rf_bid_014.csv.provenance.json
RESTORED   file   rf_bid_015.csv
RESTORED   file   rf_bid_015.csv.provenance.json
RESTORED   file   rf_bid_016.csv
RESTORED   file   rf_bid_016.csv.provenance.json
RESTORED   file   rf_bid_017.csv
RESTORED   file   rf_bid_017.csv.provenance.json
RESTORED   file   rf_bid_018.csv
RESTORED   file   rf_bid_018.csv.provenance.json
RESTORED   file   rf_bid_019.csv
RESTORED   file   rf_bid_019.csv.provenance.json
RESTORED   file   rf_bid_020.csv
RESTORED   file   rf_bid_020.csv.provenance.json
RESTORED   file   rf_bid_021.csv
RESTORED   file   rf_bid_021.csv.provenance.json
RESTORED   file   rf_bid_022.csv
RESTORED   file   rf_bid_022.csv.provenance.json
RESTORED   file   rf_bid_023.csv
RESTORED   file   rf_bid_023.csv.provenance.json
RESTORED   file   rf_bid_024.csv
RESTORED   file   rf_bid_024.csv.provenance.json
RESTORED   file   rf_bid_025.csv
RESTORED   file   rf_bid_025.csv.provenance.json
RESTORED   file   rf_bid_026.csv
RESTORED   file   rf_bid_026.csv.provenance.json
RESTORED   file   rf_bid_027.csv
RESTORED   file   rf_bid_027.csv.provenance.json
RESTORED   file   rf_bid_028.csv
RESTORED   file   rf_bid_028.csv.provenance.json
RESTORED   file   rf_bid_029.csv
RESTORED   file   rf_bid_029.csv.provenance.json
RESTORED   file   rf_bid_030.csv
RESTORED   file   rf_bid_030.csv.provenance.json
RESTORED   file   rf_bid_031.csv
RESTORED   file   rf_bid_031.csv.provenance.json
RESTORED   file   rf_bid_032.csv
RESTORED   file   rf_bid_032.csv.provenance.json
RESTORED   file   rf_bid_033.csv
RESTORED   file   rf_bid_033.csv.provenance.json
RESTORED   file   rf_bid_034.csv
RESTORED   file   rf_bid_034.csv.provenance.json
RESTORED   file   rf_bid_035.csv
RESTORED   file   rf_bid_035.csv.provenance.json
RESTORED   file   rf_bid_036.csv
RESTORED   file   rf_bid_036.csv.provenance.json
RESTORED   file   rf_bid_037.csv
RESTORED   file   rf_bid_037.csv.provenance.json
RESTORED   file   rf_bid_038.csv
RESTORED   file   rf_bid_038.csv.provenance.json
RESTORED   file   rf_bid_x26_000.csv
RESTORED   file   rf_bid_x26_000.csv.provenance.json
RESTORED   file   rf_bid_x26_001.csv
RESTORED   file   rf_bid_x26_001.csv.provenance.json
RESTORED   file   rf_bid_x26_002.csv
RESTORED   file   rf_bid_x26_002.csv.provenance.json
RESTORED   file   rf_bid_x26_003.csv
RESTORED   file   rf_bid_x26_003.csv.provenance.json
RESTORED   file   rf_bid_x26_004.csv
RESTORED   file   rf_bid_x26_004.csv.provenance.json
RESTORED   file   rf_bid_x26_005.csv
RESTORED   file   rf_bid_x26_005.csv.provenance.json
RESTORED   file   rf_bid_x26_006.csv
RESTORED   file   rf_bid_x26_006.csv.provenance.json
RESTORED   file   rf_bid_x26_007.csv
RESTORED   file   rf_bid_x26_007.csv.provenance.json
RESTORED   file   rf_bid_x26_008.csv
RESTORED   file   rf_bid_x26_008.csv.provenance.json
RESTORED   file   rf_bid_x26_009.csv
RESTORED   file   rf_bid_x26_009.csv.provenance.json
RESTORED   file   rf_bid_x26_010.csv
RESTORED   file   rf_bid_x26_010.csv.provenance.json
RESTORED   file   rf_bid_x26_011.csv
RESTORED   file   rf_bid_x26_011.csv.provenance.json
RESTORED   file   rf_bid_x26_012.csv
RESTORED   file   rf_bid_x26_012.csv.provenance.json
RESTORED   file   rf_bid_x26_013.csv
RESTORED   file   rf_bid_x26_013.csv.provenance.json
RESTORED   file   rf_bid_x26_014.csv
RESTORED   file   rf_bid_x26_014.csv.provenance.json
RESTORED   file   rf_bid_x26_015.csv
RESTORED   file   rf_bid_x26_015.csv.provenance.json
RESTORED   file   rf_bid_x26_016.csv
RESTORED   file   rf_bid_x26_016.csv.provenance.json
RESTORED   file   rf_bid_x26_017.csv
RESTORED   file   rf_bid_x26_017.csv.provenance.json
RESTORED   file   rf_bid_x26_018.csv
RESTORED   file   rf_bid_x26_018.csv.provenance.json
RESTORED   file   rf_bid_x26_019.csv
RESTORED   file   rf_bid_x26_019.csv.provenance.json
RESTORED   file   rf_bid_x26_020.csv
RESTORED   file   rf_bid_x26_020.csv.provenance.json
RESTORED   file   rf_bid_x26_021.csv
RESTORED   file   rf_bid_x26_021.csv.provenance.json
RESTORED   file   rf_bid_x26_022.csv
RESTORED   file   rf_bid_x26_022.csv.provenance.json
RESTORED   file   rf_bid_x26_023.csv
RESTORED   file   rf_bid_x26_023.csv.provenance.json
RESTORED   file   rf_bid_x26_024.csv
RESTORED   file   rf_bid_x26_024.csv.provenance.json
RESTORED   file   rf_bid_x26_025.csv
RESTORED   file   rf_bid_x26_025.csv.provenance.json
RESTORED   file   rf_bid_x26_026.csv
RESTORED   file   rf_bid_x26_026.csv.provenance.json
RESTORED   file   rf_bid_x26_027.csv
RESTORED   file   rf_bid_x26_027.csv.provenance.json
RESTORED   file   rf_bid_x26_028.csv
RESTORED   file   rf_bid_x26_028.csv.provenance.json
RESTORED   file   rf_bid_x26_029.csv
RESTORED   file   rf_bid_x26_029.csv.provenance.json
RESTORED   file   rf_bid_x26_030.csv
RESTORED   file   rf_bid_x26_030.csv.provenance.json
RESTORED   file   rf_bid_x26_031.csv
RESTORED   file   rf_bid_x26_031.csv.provenance.json
RESTORED   file   rf_bid_x26_032.csv
RESTORED   file   rf_bid_x26_032.csv.provenance.json
RESTORED   file   rf_bid_x26_033.csv
RESTORED   file   rf_bid_x26_033.csv.provenance.json
RESTORED   file   rf_bid_x26_034.csv
RESTORED   file   rf_bid_x26_034.csv.provenance.json
RESTORED   file   rf_bid_x26_035.csv
RESTORED   file   rf_bid_x26_035.csv.provenance.json
RESTORED   file   rf_bid_x26_036.csv
RESTORED   file   rf_bid_x26_036.csv.provenance.json
RESTORED   file   rf_bid_x26_037.csv
RESTORED   file   rf_bid_x26_037.csv.provenance.json
RESTORED   file   rf_bid_x26_038.csv
RESTORED   file   rf_bid_x26_038.csv.provenance.json
RESTORED   file   rf_chain_current.csv
RESTORED   file   rf_chain_current.csv.provenance.json
RESTORED   file   rf_chain_current_x26.csv
RESTORED   file   rf_chain_current_x26.csv.provenance.json
RESTORED   file   rf_jl_joiners.csv
RESTORED   file   rf_jl_joiners.csv.provenance.json
RESTORED   file   rf_jl_joiners_x26.csv
RESTORED   file   rf_jl_joiners_x26.csv.provenance.json
RESTORED   file   rf_jl_leavers.csv
RESTORED   file   rf_jl_leavers.csv.provenance.json
RESTORED   file   rf_jl_leavers_x26.csv
RESTORED   file   rf_jl_leavers_x26.csv.provenance.json
RESTORED   file   rf_mcapm_000.csv
RESTORED   file   rf_mcapm_000.csv.provenance.json
RESTORED   file   rf_mcapm_000_200411.csv
RESTORED   file   rf_mcapm_000_200411.csv.provenance.json
RESTORED   file   rf_mcapm_001.csv
RESTORED   file   rf_mcapm_001.csv.provenance.json
RESTORED   file   rf_mcapm_001_200411.csv
RESTORED   file   rf_mcapm_001_200411.csv.provenance.json
RESTORED   file   rf_mcapm_002.csv
RESTORED   file   rf_mcapm_002.csv.provenance.json
RESTORED   file   rf_mcapm_002_200411.csv
RESTORED   file   rf_mcapm_002_200411.csv.provenance.json
RESTORED   file   rf_mcapm_003.csv
RESTORED   file   rf_mcapm_003.csv.provenance.json
RESTORED   file   rf_mcapm_003_200411.csv
RESTORED   file   rf_mcapm_003_200411.csv.provenance.json
RESTORED   file   rf_mcapm_004.csv
RESTORED   file   rf_mcapm_004.csv.provenance.json
RESTORED   file   rf_mcapm_004_200411.csv
RESTORED   file   rf_mcapm_004_200411.csv.provenance.json
RESTORED   file   rf_mcapm_005.csv
RESTORED   file   rf_mcapm_005.csv.provenance.json
RESTORED   file   rf_mcapm_005_200411.csv
RESTORED   file   rf_mcapm_005_200411.csv.provenance.json
RESTORED   file   rf_mcapm_006.csv
RESTORED   file   rf_mcapm_006.csv.provenance.json
RESTORED   file   rf_mcapm_006_200411.csv
RESTORED   file   rf_mcapm_006_200411.csv.provenance.json
RESTORED   file   rf_mcapm_007.csv
RESTORED   file   rf_mcapm_007.csv.provenance.json
RESTORED   file   rf_mcapm_007_200411.csv
RESTORED   file   rf_mcapm_007_200411.csv.provenance.json
RESTORED   file   rf_mcapm_008.csv
RESTORED   file   rf_mcapm_008.csv.provenance.json
RESTORED   file   rf_mcapm_008_200411.csv
RESTORED   file   rf_mcapm_008_200411.csv.provenance.json
RESTORED   file   rf_mcapm_009.csv
RESTORED   file   rf_mcapm_009.csv.provenance.json
RESTORED   file   rf_mcapm_009_200411.csv
RESTORED   file   rf_mcapm_009_200411.csv.provenance.json
RESTORED   file   rf_mcapm_010.csv
RESTORED   file   rf_mcapm_010.csv.provenance.json
RESTORED   file   rf_mcapm_010_200411.csv
RESTORED   file   rf_mcapm_010_200411.csv.provenance.json
RESTORED   file   rf_mcapm_011.csv
RESTORED   file   rf_mcapm_011.csv.provenance.json
RESTORED   file   rf_mcapm_011_200411.csv
RESTORED   file   rf_mcapm_011_200411.csv.provenance.json
RESTORED   file   rf_mcapm_012.csv
RESTORED   file   rf_mcapm_012.csv.provenance.json
RESTORED   file   rf_mcapm_012_200411.csv
RESTORED   file   rf_mcapm_012_200411.csv.provenance.json
RESTORED   file   rf_mcapm_013.csv
RESTORED   file   rf_mcapm_013.csv.provenance.json
RESTORED   file   rf_mcapm_013_200411.csv
RESTORED   file   rf_mcapm_013_200411.csv.provenance.json
RESTORED   file   rf_mcapm_014.csv
RESTORED   file   rf_mcapm_014.csv.provenance.json
RESTORED   file   rf_mcapm_014_200411.csv
RESTORED   file   rf_mcapm_014_200411.csv.provenance.json
RESTORED   file   rf_mcapm_015.csv
RESTORED   file   rf_mcapm_015.csv.provenance.json
RESTORED   file   rf_mcapm_015_200411.csv
RESTORED   file   rf_mcapm_015_200411.csv.provenance.json
RESTORED   file   rf_mcapm_016.csv
RESTORED   file   rf_mcapm_016.csv.provenance.json
RESTORED   file   rf_mcapm_016_200411.csv
RESTORED   file   rf_mcapm_016_200411.csv.provenance.json
RESTORED   file   rf_mcapm_017.csv
RESTORED   file   rf_mcapm_017.csv.provenance.json
RESTORED   file   rf_mcapm_017_200411.csv
RESTORED   file   rf_mcapm_017_200411.csv.provenance.json
RESTORED   file   rf_mcapm_018.csv
RESTORED   file   rf_mcapm_018.csv.provenance.json
RESTORED   file   rf_mcapm_018_200411.csv
RESTORED   file   rf_mcapm_018_200411.csv.provenance.json
RESTORED   file   rf_mcapm_019.csv
RESTORED   file   rf_mcapm_019.csv.provenance.json
RESTORED   file   rf_mcapm_019_200411.csv
RESTORED   file   rf_mcapm_019_200411.csv.provenance.json
RESTORED   file   rf_mcapm_020.csv
RESTORED   file   rf_mcapm_020.csv.provenance.json
RESTORED   file   rf_mcapm_020_200411.csv
RESTORED   file   rf_mcapm_020_200411.csv.provenance.json
RESTORED   file   rf_mcapm_021.csv
RESTORED   file   rf_mcapm_021.csv.provenance.json
RESTORED   file   rf_mcapm_021_200411.csv
RESTORED   file   rf_mcapm_021_200411.csv.provenance.json
RESTORED   file   rf_mcapm_022.csv
RESTORED   file   rf_mcapm_022.csv.provenance.json
RESTORED   file   rf_mcapm_022_200411.csv
RESTORED   file   rf_mcapm_022_200411.csv.provenance.json
RESTORED   file   rf_mcapm_023.csv
RESTORED   file   rf_mcapm_023.csv.provenance.json
RESTORED   file   rf_mcapm_023_200411.csv
RESTORED   file   rf_mcapm_023_200411.csv.provenance.json
RESTORED   file   rf_mcapm_024.csv
RESTORED   file   rf_mcapm_024.csv.provenance.json
RESTORED   file   rf_mcapm_024_200411.csv
RESTORED   file   rf_mcapm_024_200411.csv.provenance.json
RESTORED   file   rf_mcapm_025.csv
RESTORED   file   rf_mcapm_025.csv.provenance.json
RESTORED   file   rf_mcapm_025_200411.csv
RESTORED   file   rf_mcapm_025_200411.csv.provenance.json
RESTORED   file   rf_mcapm_026.csv
RESTORED   file   rf_mcapm_026.csv.provenance.json
RESTORED   file   rf_mcapm_026_200411.csv
RESTORED   file   rf_mcapm_026_200411.csv.provenance.json
RESTORED   file   rf_mcapm_027.csv
RESTORED   file   rf_mcapm_027.csv.provenance.json
RESTORED   file   rf_mcapm_027_200411.csv
RESTORED   file   rf_mcapm_027_200411.csv.provenance.json
RESTORED   file   rf_mcapm_028.csv
